,poverty_rate,fips,year,per_capita_income_2022,total_pop,employed_persons,unemployment_rate
21282,18.6,48277,2009,49358.36,49600.0,21773.0,7.6
21283,18.8,48279,2002,45396.45,14658.0,6772.0,5.5
21284,19.3,48279,2003,45410.05,14675.0,7124.0,5.9
21285,19.3,48279,2004,45976.32,14584.0,7047.0,5.7
21286,20.6,48279,2005,49421.28,14583.0,6886.0,4.9
21287,19.4,48279,2006,46857.24,14338.0,6708.0,4.7
21288,19.5,48279,2007,47550.119999999995,14270.0,6692.0,4.1
21289,21.3,48279,2008,47434.950000000004,14036.0,6784.0,4.4
21290,20.5,48279,2009,44241.41,13791.0,6596.0,7.1
21291,14.5,48281,2002,58980.899999999994,18425.0,8832.0,5.2
21292,13.8,48281,2003,55887.93,18579.0,8992.0,5.5
21293,14.1,48281,2004,60903.96,19664.0,9876.0,4.5
21294,17.6,48281,2005,59027.68,18906.0,9527.0,4.4
21295,13.7,48281,2006,62381.42,19472.0,10072.0,4.1
21296,13.6,48281,2007,64051.939999999995,19728.0,9737.0,3.7
21297,14.7,48281,2008,63323.100000000006,19812.0,9877.0,4.1
21298,17.9,48281,2009,62314.450000000004,19652.0,9914.0,5.8
21299,29.3,48283,2002,37535.85,6098.0,2066.0,8.4
21300,27.0,48283,2003,37902.62,6169.0,2181.0,7.8
21301,26.3,48283,2004,37722.36,6322.0,2188.0,6.7
21302,30.6,48283,2005,38028.88,6542.0,2460.0,5.7
21303,29.3,48283,2006,38011.1,6549.0,2601.0,5.1
21304,28.8,48283,2007,39703.2,6675.0,2621.0,4.9
21305,29.1,48283,2008,40200.3,6653.0,2754.0,5.4
21306,31.6,48283,2009,38501.11,6771.0,2658.0,9.2
21307,13.4,48285,2002,50816.7,19101.0,9080.0,4.2
21308,13.4,48285,2003,51642.36,19152.0,9672.0,4.2
21309,12.8,48285,2004,52737.36,19130.0,9847.0,3.6
21310,14.2,48285,2005,52721.2,19185.0,10019.0,3.6
21311,13.8,48285,2006,52130.76,19181.0,9853.0,3.7
21312,13.2,48285,2007,53995.5,19238.0,9790.0,3.2
21313,13.1,48285,2008,59148.9,19185.0,9572.0,3.5
21314,12.6,48285,2009,53149.15,19226.0,9466.0,5.7
21315,11.9,48287,2002,60350.399999999994,16131.0,8091.0,5.0
21316,12.3,48287,2003,60257.47,16234.0,8265.0,5.4
21317,11.7,48287,2004,61145.76,16220.0,8338.0,4.6
21318,12.6,48287,2005,60114.48,16330.0,8307.0,4.4
21319,11.9,48287,2006,61214.88,16348.0,8442.0,4.0
21320,12.3,48287,2007,63722.5,16421.0,8559.0,3.5
21321,12.9,48287,2008,66603.6,16550.0,8646.0,3.9
21322,10.7,48287,2009,64057.090000000004,16565.0,8532.0,6.6
21323,15.2,48289,2002,52783.5,15718.0,6818.0,6.8
21324,14.4,48289,2003,52745.21000000001,15795.0,6897.0,7.6
21325,13.9,48289,2004,53355.12,15837.0,7225.0,6.3
21326,14.7,48289,2005,53306.4,16104.0,7304.0,5.6
21327,14.0,48289,2006,53663.76,16334.0,7235.0,5.1
21328,15.4,48289,2007,55013.64,16390.0,7251.0,4.2
21329,14.8,48289,2008,55636.200000000004,16832.0,7468.0,4.3
21330,16.9,48289,2009,53121.75000000001,16862.0,7695.0,7.0
21331,17.0,48291,2002,61721.549999999996,73280.0,29103.0,8.2
21332,16.3,48291,2003,61510.05,73734.0,28908.0,9.3
21333,16,48291,2004,61027.200000000004,74285.0,29049.0,8.8
21334,18.4,48291,2005,56890.56,74303.0,29265.0,6.8
21335,14.4,48291,2006,60705.34,74269.0,28882.0,5.8
21336,14.4,48291,2007,65545.78,74515.0,29029.0,5.3
21337,16.3,48291,2008,65304.9,74915.0,29044.0,5.9
21338,17.9,48291,2009,62071.96000000001,75041.0,28351.0,10.1
21339,19.4,48293,2002,47211.45,22486.0,9555.0,5.6
21340,18.1,48293,2003,48660.64,22721.0,9774.0,6.1
21341,17.8,48293,2004,48035.520000000004,22942.0,9941.0,5.3
21342,20.3,48293,2005,49076.24,22919.0,9838.0,5.1
21343,17.0,48293,2006,52446.119999999995,23093.0,9746.0,4.8
21344,21.3,48293,2007,49856.2,23090.0,9890.0,4.3
21345,18.1,48293,2008,53073.9,23065.0,10269.0,4.3
21346,19.9,48293,2009,47397.89000000001,23173.0,10561.0,6.3
21347,13.6,48295,2002,53308.2,3033.0,1417.0,4.3
21348,13.6,48295,2003,54870.41,3097.0,1550.0,4.6
21349,12.3,48295,2004,56506.32,3028.0,1668.0,3.6
21350,14.9,48295,2005,55466.32,3057.0,1610.0,3.5
21351,16.3,48295,2006,54958.78,3115.0,1677.0,3.3
21352,14.3,48295,2007,64154.18,3178.0,1793.0,2.6
21353,12.2,48295,2008,62761.50000000001,3183.0,1756.0,2.8
21354,12.2,48295,2009,73086.76000000001,3326.0,1618.0,6.7
21355,20.9,48297,2002,49818.45,11955.0,4678.0,5.4
21356,18.0,48297,2003,50491.21000000001,11768.0,4919.0,5.7
21357,18,48297,2004,50492.520000000004,11689.0,4829.0,5.1
21358,21.8,48297,2005,52104.08,11631.0,4794.0,5.1
21359,19.7,48297,2006,53006.76,11559.0,4822.0,4.6
21360,18.1,48297,2007,56535.88,11528.0,4834.0,3.9
21361,17.8,48297,2008,58557.600000000006,11479.0,4894.0,4.3
21362,21.2,48297,2009,55671.32000000001,11410.0,4848.0,7.0
21363,13.5,48299,2002,54162.899999999994,17872.0,7280.0,5.7
21364,12.3,48299,2003,54440.54,18153.0,7481.0,6.3
21365,12.3,48299,2004,54585.96,18220.0,7479.0,5.8
21366,12.4,48299,2005,58357.36,18425.0,7642.0,5.1
21367,13.2,48299,2006,58068.58,18502.0,7752.0,4.7
21368,12.4,48299,2007,58959.82,18935.0,7828.0,4.0
21369,12.8,48299,2008,59899.50000000001,19034.0,8076.0,4.3
21370,13.2,48299,2009,56760.47,19175.0,7956.0,6.9
21371,14.0,48301,2002,57222.0,75.0,45.0,6.3
21372,14.1,48301,2003,62477.66,72.0,45.0,10.0
21373,15,48301,2004,58757.4,55.0,54.0,6.9
21374,25.2,48301,2005,61993.2,70.0,35.0,10.3
21375,20.0,48301,2006,56389.58,75.0,34.0,10.5
21376,20.0,48301,2007,64881.219999999994,79.0,38.0,7.3
21377,14.3,48301,2008,67798.35,61.0,40.0,7.0
21378,11.1,48301,2009,68367.11,77.0,39.0,9.3
21379,17.5,48303,2002,53468.25,249407.0,127023.0,4.4
21380,17.7,48303,2003,53384.380000000005,253388.0,128883.0,4.9
21381,17.8,48303,2004,52481.520000000004,255669.0,130583.0,4.5
21382,19.4,48303,2005,53428.0,257779.0,132197.0,4.1
21383,18.7,48303,2006,54608.38,261761.0,132108.0,4.0
21384,17.4,48303,2007,58536.659999999996,265215.0,131168.0,3.6
21385,15.7,48303,2008,59925.15,268197.0,133372.0,3.7
21386,20.1,48303,2009,53647.83,274252.0,134756.0,5.4
21387,19.1,48305,2002,43393.35,6421.0,2869.0,4.9
21388,18.8,48305,2003,47346.880000000005,6232.0,3012.0,5.5
21389,19,48305,2004,47661.12,6172.0,2819.0,5.8
21390,21.2,48305,2005,47434.64,6178.0,2677.0,5.8
21391,20.3,48305,2006,45074.58,6192.0,2588.0,5.7
21392,20.1,48305,2007,46632.799999999996,5989.0,2544.0,4.9
21393,19.6,48305,2008,47595.600000000006,5932.0,2642.0,4.7
21394,19.3,48305,2009,45342.89000000001,5927.0,2708.0,5.9
21395,20.7,48307,2002,44606.1,7927.0,3433.0,5.6
21396,20.7,48307,2003,45662.82,8033.0,3794.0,5.2
21397,20.2,48307,2004,45864.0,8164.0,3624.0,6.3
21398,23.1,48307,2005,43994.88,8117.0,3582.0,5.1
21399,23.3,48307,2006,44449.7,8183.0,3540.0,4.6
21400,22.8,48307,2007,44987.02,8105.0,3558.0,3.9
21401,22.7,48307,2008,44203.05,8203.0,3826.0,3.9
21402,18.6,48307,2009,47995.21000000001,8365.0,3635.0,7.9
21403,17.1,48309,2002,55187.549999999996,216571.0,100170.0,5.7
21404,18.0,48309,2003,55065.22,218744.0,101918.0,6.1
21405,18.3,48309,2004,54951.0,221353.0,104120.0,5.4
21406,18.9,48309,2005,54979.92,222794.0,106760.0,5.1
21407,19.2,48309,2006,53688.58,224452.0,106287.0,4.8
21408,19.1,48309,2007,57451.78,226741.0,105644.0,4.3
21409,20.1,48309,2008,54301.05,229037.0,106017.0,4.5
21410,22.8,48309,2009,53379.310000000005,231679.0,106425.0,6.7
21411,10.1,48311,2002,56269.95,795.0,415.0,4.4
21412,13.4,48311,2003,55788.11,801.0,435.0,5.0
21413,11.2,48311,2004,54663.96,735.0,411.0,4.9
21414,14.5,48311,2005,54789.92,789.0,362.0,5.2
21415,15.7,48311,2006,53790.78,765.0,320.0,5.9
21416,13.9,48311,2007,53478.619999999995,773.0,319.0,5.1
21417,13.6,48311,2008,54044.55,736.0,315.0,5.4
21418,13.2,48311,2009,55908.33,699.0,336.0,6.9
21419,23.5,48313,2002,48066.149999999994,12797.0,4701.0,6.0
21420,19.3,48313,2003,47335.61,12989.0,4852.0,6.6
21421,20.2,48313,2004,46196.28,13146.0,4729.0,6.1
21422,21.6,48313,2005,47744.72,13136.0,4655.0,5.8
21423,20.5,48313,2006,50937.94,13264.0,4685.0,5.3
21424,21.2,48313,2007,48684.7,13353.0,4751.0,4.7
21425,21.8,48313,2008,49477.5,13340.0,4723.0,5.2
21426,25.9,48313,2009,45036.01,13483.0,4949.0,7.4
21427,24.7,48315,2002,39545.549999999996,11032.0,4363.0,7.4
21428,21.4,48315,2003,39391.87,11120.0,4568.0,7.6
21429,21.6,48315,2004,40521.0,11004.0,4579.0,6.3
21430,22.8,48315,2005,42078.16,10980.0,4792.0,5.8
21431,26.1,48315,2006,41465.46,10992.0,4733.0,5.4
21432,25.0,48315,2007,44081.06,10951.0,4841.0,4.6
21433,21.6,48315,2008,42538.5,10748.0,4753.0,5.1
21434,24.6,48315,2009,42757.700000000004,10669.0,4618.0,10.3
21435,18.6,48317,2002,50765.549999999996,4654.0,2115.0,4.6
21436,17.2,48317,2003,54142.69,4553.0,2250.0,4.6
21437,17.5,48317,2004,55676.4,4398.0,2122.0,4.9
21438,19.3,48317,2005,56253.68,4447.0,2028.0,4.5
21439,17.7,48317,2006,49394.72,4443.0,2039.0,4.2
21440,16.9,48317,2007,58116.34,4494.0,2054.0,3.7
21441,15.9,48317,2008,58714.200000000004,4558.0,2157.0,3.5
21442,15.1,48317,2009,56078.21000000001,4710.0,2144.0,4.8
21443,15.6,48319,2002,50904.149999999994,3725.0,2157.0,3.5
21444,14.2,48319,2003,51953.090000000004,3762.0,2228.0,3.7
21445,12.3,48319,2004,52929.240000000005,3811.0,2200.0,3.6
21446,13.8,48319,2005,52826.08,3813.0,2322.0,3.0
21447,15.6,48319,2006,53306.06,3862.0,2355.0,3.0
21448,14.5,48319,2007,53741.32,3897.0,2306.0,2.8
21449,13.9,48319,2008,52942.950000000004,3876.0,2277.0,3.0
21450,16.5,48319,2009,50642.05,3982.0,2286.0,5.0
21451,17.7,48321,2002,52371.0,37662.0,15538.0,9.2
21452,18.1,48321,2003,51474.920000000006,37695.0,15602.0,10.2
21453,18.3,48321,2004,50813.880000000005,37388.0,15412.0,9.4
21454,21.3,48321,2005,51642.0,37132.0,15053.0,8.2
21455,23.4,48321,2006,52741.04,36743.0,14842.0,7.1
21456,22.5,48321,2007,54925.6,36452.0,15506.0,6.0
21457,18.0,48321,2008,54780.3,36708.0,15908.0,6.7
21458,21.2,48321,2009,53345.060000000005,36579.0,16109.0,9.9
21459,30.1,48323,2002,36814.799999999996,48408.0,13902.0,19.6
21460,29.8,48323,2003,38474.170000000006,49123.0,15311.0,17.7
21461,27.9,48323,2004,38666.16,49627.0,15905.0,14.9
21462,29.5,48323,2005,37598.72,50140.0,16603.0,13.5
21463,36.6,48323,2006,37291.32,50951.0,17024.0,13.0
21464,29.8,48323,2007,39265.84,51367.0,17574.0,11.6
21465,26.5,48323,2008,40212.450000000004,52190.0,18630.0,10.7
21466,29.8,48323,2009,37601.020000000004,53434.0,19528.0,14.3
21467,16.1,48325,2002,57923.25,40707.0,17607.0,5.3
21468,16.2,48325,2003,58138.71000000001,41549.0,17837.0,5.9
21469,15.9,48325,2004,58744.920000000006,42363.0,18096.0,5.6
21470,17.4,48325,2005,59495.840000000004,42977.0,18532.0,5.0
21471,15.5,48325,2006,63984.5,43936.0,18844.0,4.6
21472,14.8,48325,2007,63340.52,44577.0,18589.0,4.2
21473,16.8,48325,2008,60253.200000000004,45131.0,18738.0,5.1
21474,17.6,48325,2009,62030.86000000001,45605.0,18611.0,6.6
21475,23.2,48327,2002,41045.399999999994,2340.0,1077.0,5.0
21476,21.4,48327,2003,41509.020000000004,2311.0,1105.0,5.5
21477,21,48327,2004,41510.04,2265.0,1081.0,5.7
21478,26,48327,2005,41059.76,2212.0,1044.0,4.6
21479,23.0,48327,2006,39897.42,2199.0,1022.0,4.1
21480,21.5,48327,2007,46503.579999999994,2176.0,1029.0,3.6
21481,20.8,48327,2008,42134.850000000006,2217.0,1043.0,4.3
21482,25.6,48327,2009,40702.700000000004,2227.0,1033.0,6.5
21483,14.5,48329,2002,65254.2,117717.0,58231.0,4.8
21484,15.4,48329,2003,65000.530000000006,119164.0,59750.0,5.0
21485,14.6,48329,2004,66544.92,120746.0,61187.0,4.4
21486,14.9,48329,2005,64040.64,122516.0,64098.0,3.7
21487,14.4,48329,2006,66695.72,125844.0,67285.0,3.4
21488,14.4,48329,2007,72817.59999999999,128954.0,69248.0,2.9
21489,10.1,48329,2008,76032.0,132502.0,73109.0,2.9
21490,12.5,48329,2009,75280.13,136238.0,70984.0,5.5
21491,16.9,48331,2002,53427.0,24981.0,11155.0,6.1
21492,16.7,48331,2003,52133.41,24917.0,11225.0,6.6
21493,16.6,48331,2004,52199.16,25136.0,11149.0,5.9
21494,18.3,48331,2005,52245.44,25017.0,11581.0,5.2
21495,19.0,48331,2006,50086.76,25082.0,11553.0,4.6
21496,17.3,48331,2007,55986.34,24946.0,11711.0,4.2
21497,16.5,48331,2008,55741.50000000001,25065.0,11335.0,5.4
21498,18.0,48331,2009,51025.65,24864.0,10239.0,10.8
21499,18.4,48333,2002,47754.299999999996,4973.0,2409.0,4.4
21500,16.3,48333,2003,47256.72,4885.0,2598.0,4.3
21501,16,48333,2004,48166.560000000005,4880.0,2582.0,4.2
21502,14.7,48333,2005,50135.68,4957.0,2457.0,3.9
21503,18.1,48333,2006,49768.479999999996,4854.0,2304.0,4.1
21504,17.2,48333,2007,50729.5,4871.0,2208.0,3.7
21505,18.3,48333,2008,47726.55,4876.0,2248.0,3.9
21506,19.4,48333,2009,47343.090000000004,4877.0,2326.0,5.3
21507,27.6,48335,2002,40776.45,9420.0,3176.0,7.3
21508,22.2,48335,2003,41377.0,9366.0,3290.0,7.4
21509,23,48335,2004,41510.04,9280.0,3202.0,7.1
21510,25.7,48335,2005,42920.24,9322.0,3161.0,6.4
21511,25.9,48335,2006,44185.44,9279.0,3162.0,6.0
21512,24.6,48335,2007,46226.68,9339.0,3105.0,5.2
21513,26.2,48335,2008,48379.950000000004,9285.0,3121.0,5.5
21514,22.6,48335,2009,47211.57000000001,9399.0,3217.0,8.3
21515,15.4,48337,2002,51933.75,19170.0,8616.0,5.9
21516,14.7,48337,2003,52257.380000000005,19388.0,8942.0,6.2
21517,13.6,48337,2004,53010.36,19444.0,9128.0,5.2
21518,14.1,48337,2005,53782.16,19551.0,9384.0,4.5
21519,14.8,48337,2006,55123.76,19781.0,9574.0,4.1
21520,14.9,48337,2007,56902.24,19822.0,9897.0,3.6
21521,14.2,48337,2008,56230.200000000004,19882.0,10278.0,3.6
21522,15.4,48337,2009,57877.020000000004,19768.0,9965.0,7.1
21523,10.0,48339,2002,86138.25,326466.0,159520.0,5.1
21524,10.4,48339,2003,85961.12000000001,341499.0,165080.0,5.7
21525,10.2,48339,2004,86505.12000000001,357607.0,172322.0,5.3
21526,11,48339,2005,89999.2,372541.0,180761.0,4.8
21527,11.2,48339,2006,88175.23999999999,392497.0,186605.0,4.5
21528,9.8,48339,2007,90241.0,411416.0,194957.0,3.9
21529,9.4,48339,2008,88831.35,429818.0,203512.0,4.2
21530,11.2,48339,2009,89228.1,445836.0,205646.0,6.9
21531,12.7,48341,2002,56877.149999999994,20155.0,9781.0,4.0
21532,13.8,48341,2003,55987.75,20223.0,9880.0,4.8
21533,13.9,48341,2004,54355.08,20389.0,9910.0,4.3
21534,14,48341,2005,56866.24,20312.0,9882.0,3.8
21535,14.5,48341,2006,57094.76,20558.0,10018.0,3.4
21536,12.5,48341,2007,61288.619999999995,20469.0,10336.0,2.9
21537,13.6,48341,2008,58558.950000000004,20917.0,10898.0,3.1
21538,11.6,48341,2009,57293.4,21575.0,11011.0,4.6
21539,16.3,48343,2002,49292.1,13170.0,5422.0,9.5
21540,17.2,48343,2003,49428.61,13139.0,5575.0,8.8
21541,16.4,48343,2004,50339.64,12983.0,5544.0,7.5
21542,20.5,48343,2005,48570.08,13012.0,5744.0,6.1
21543,18.2,48343,2006,51126.28,13168.0,5822.0,5.5
21544,17.5,48343,2007,50108.96,13251.0,5729.0,5.3
21545,17.6,48343,2008,49854.15,13092.0,5706.0,6.0
21546,18.8,48343,2009,48302.090000000004,12954.0,5193.0,14.8
21547,16.9,48345,2002,43944.45,1311.0,655.0,4.1
21548,15.7,48345,2003,44154.25,1319.0,703.0,4.0
21549,14.7,48345,2004,43697.16,1270.0,670.0,4.7
21550,19,48345,2005,45223.04,1257.0,644.0,4.2
21551,17.6,48345,2006,46781.32,1236.0,605.0,4.1
21552,16.0,48345,2007,46595.88,1228.0,656.0,4.0
21553,19.0,48345,2008,46643.850000000006,1197.0,662.0,4.3
21554,20.7,48345,2009,45699.090000000004,1200.0,651.0,5.4
21555,19.8,48347,2002,47541.45,59422.0,28461.0,5.5
21556,20.0,48347,2003,47049.030000000006,59816.0,29178.0,5.9
21557,20.1,48347,2004,46725.12,60427.0,29899.0,5.4
21558,20.7,48347,2005,47206.64,60939.0,29561.0,5.3
21559,23.8,48347,2006,46236.74,61750.0,29254.0,4.8
21560,21.1,48347,2007,46539.079999999994,62274.0,29003.0,4.2
21561,21.3,48347,2008,49191.3,62957.0,29501.0,4.3
21562,25.8,48347,2009,44727.76,64012.0,29859.0,6.5
21563,17.4,48349,2002,50721.0,45937.0,20372.0,6.8
21564,17.3,48349,2003,50570.100000000006,46078.0,20114.0,7.7
21565,17.1,48349,2004,50328.72,46545.0,20008.0,6.6
21566,20.1,48349,2005,52452.16,46854.0,20283.0,5.8
21567,17.9,48349,2006,53047.64,47338.0,19924.0,5.6
21568,18.5,48349,2007,53472.939999999995,47272.0,19627.0,5.0
21569,18.5,48349,2008,54985.5,47408.0,19767.0,5.5
21570,18.3,48349,2009,53253.270000000004,47584.0,19706.0,7.8
21571,21.5,48351,2002,45957.45,14945.0,5345.0,11.7
21572,20.4,48351,2003,45545.29,14938.0,5287.0,12.5
21573,21.1,48351,2004,44057.520000000004,14560.0,5270.0,10.7
21574,22.6,48351,2005,49124.88,14625.0,5258.0,9.3
21575,22.9,48351,2006,44632.2,14349.0,5252.0,7.3
21576,20.4,48351,2007,48510.04,14335.0,5381.0,6.5
21577,22.3,48351,2008,47957.4,14393.0,5307.0,7.4
21578,20.4,48351,2009,51127.030000000006,14446.0,5198.0,11.4
21579,20.3,48353,2002,44677.049999999996,15194.0,6975.0,5.5
21580,20.1,48353,2003,44754.780000000006,15148.0,7230.0,5.9
21581,19.9,48353,2004,44910.840000000004,15013.0,7180.0,5.4
21582,21.8,48353,2005,46925.44,14745.0,7231.0,4.7
21583,23.3,48353,2006,44211.72,14740.0,7253.0,4.4
21584,21.8,48353,2007,45749.56,14750.0,7259.0,3.7
21585,20.7,48353,2008,48635.100000000006,15093.0,7417.0,3.9
21586,17.6,48353,2009,46784.130000000005,15128.0,7387.0,6.2
21587,19.2,48355,2002,56652.75,316256.0,142655.0,6.1
21588,19.7,48355,2003,56736.4,317632.0,145758.0,6.5
21589,19.4,48355,2004,56568.72,321879.0,146950.0,6.1
21590,19.9,48355,2005,58884.8,325515.0,148630.0,5.5
21591,21.8,48355,2006,54716.42,329113.0,149661.0,4.9
21592,19.1,48355,2007,58418.799999999996,330512.0,150993.0,4.3
21593,17.4,48355,2008,61250.850000000006,333526.0,155232.0,4.5
21594,19.9,48355,2009,56182.33,338220.0,154931.0,6.7
21595,12.0,48357,2002,62289.149999999994,9106.0,4523.0,4.0
21596,11.9,48357,2003,63897.68,8981.0,4816.0,3.9
21597,12.2,48357,2004,64554.36,9149.0,4755.0,3.5
21598,13.3,48357,2005,63589.200000000004,9384.0,4880.0,3.2
21599,12.3,48357,2006,64994.82,9557.0,4931.0,3.1
21600,12.7,48357,2007,72189.95999999999,9812.0,5090.0,2.7
21601,12.0,48357,2008,69768.0,9962.0,5461.0,2.7
21602,12.1,48357,2009,75393.84000000001,10225.0,5192.0,5.9
21603,12.7,48359,2002,55400.399999999994,2069.0,1135.0,3.9
21604,13.3,48359,2003,53819.08,2072.0,1184.0,4.7
21605,12.4,48359,2004,53121.12,2039.0,1112.0,4.0
21606,13.9,48359,2005,55511.92,2010.0,1022.0,3.8
21607,15.8,48359,2006,54154.32,2010.0,976.0,4.1
21608,22.1,48359,2007,72563.42,1992.0,895.0,4.0
21609,13.5,48359,2008,60432.75000000001,2004.0,863.0,4.5
21610,13.6,48359,2009,55801.47,2040.0,874.0,5.5
21611,14.0,48361,2002,62252.85,83813.0,37399.0,8.5
21612,14.5,48361,2003,62400.380000000005,83553.0,37686.0,9.4
21613,15,48361,2004,60510.840000000004,83580.0,37276.0,8.8
21614,15.7,48361,2005,59061.12,83500.0,37663.0,8.1
21615,15.8,48361,2006,61260.14,81687.0,38579.0,5.9
21616,13.5,48361,2007,66119.45999999999,82255.0,38495.0,5.3
21617,13.6,48361,2008,65566.8,82612.0,38606.0,6.4
21618,15.6,48361,2009,62378.840000000004,81586.0,37440.0,9.8
21619,16.4,48363,2002,51867.75,27144.0,12388.0,6.1
21620,16.3,48363,2003,51911.23,27294.0,12754.0,6.1
21621,16.1,48363,2004,51586.08,27276.0,12900.0,5.4
21622,16.7,48363,2005,52561.6,27511.0,13613.0,4.6
21623,16.6,48363,2006,51650.42,27859.0,13770.0,4.3
21624,15.9,48363,2007,52588.28,27679.0,13356.0,3.7
21625,14.0,48363,2008,55568.700000000004,27916.0,13442.0,4.2
21626,17.0,48363,2009,54993.170000000006,28071.0,13137.0,7.8
21627,14.3,48365,2002,54794.85,22953.0,10105.0,6.8
21628,14.6,48365,2003,55305.11,23021.0,10341.0,6.9
21629,14.2,48365,2004,57247.32,22892.0,10679.0,5.7
21630,15.8,48365,2005,55692.8,23140.0,11090.0,5.0
21631,14.2,48365,2006,56653.84,23456.0,11475.0,4.4
21632,13.7,48365,2007,60100.079999999994,23351.0,11908.0,3.9
21633,13.9,48365,2008,57937.950000000004,23537.0,12506.0,3.9
21634,13.2,48365,2009,63644.72000000001,23678.0,12268.0,7.3
21635,10.5,48367,2002,76934.55,94092.0,45142.0,5.3
21636,10.9,48367,2003,76323.66,97041.0,45790.0,5.6
21637,10.3,48367,2004,77051.52,99320.0,46997.0,5.2
21638,9.5,48367,2005,80818.4,101891.0,48415.0,4.8
21639,9.1,48367,2006,78672.09999999999,105387.0,49469.0,4.6
21640,8.6,48367,2007,84988.42,109408.0,50007.0,4.1
21641,10.3,48367,2008,82553.85,112911.0,50924.0,4.4
21642,9.9,48367,2009,85007.13,115802.0,50623.0,7.6
21643,14.3,48369,2002,51039.45,10032.0,4461.0,4.0
21644,14.5,48369,2003,50402.66,10155.0,4815.0,4.1
21645,13.4,48369,2004,49384.92,10168.0,4630.0,4.5
21646,15,48369,2005,49272.32,10099.0,4429.0,4.0
21647,16.1,48369,2006,46903.96,10035.0,4203.0,3.9
21648,15.3,48369,2007,50211.2,10075.0,4216.0,3.2
21649,14.2,48369,2008,54467.100000000006,9994.0,4325.0,3.4
21650,16.9,48369,2009,50231.05,10082.0,4433.0,4.4
21651,23.4,48371,2002,45365.1,16084.0,6713.0,6.3
21652,21.0,48371,2003,45654.770000000004,15709.0,6914.0,6.2
21653,20.9,48371,2004,45651.840000000004,15554.0,6693.0,6.0
21654,23.5,48371,2005,46825.12,15385.0,6331.0,5.2
21655,22.2,48371,2006,47490.88,15403.0,6401.0,4.7
21656,21.8,48371,2007,49411.74,15321.0,6280.0,4.3
21657,20.5,48371,2008,50332.05,15251.0,6746.0,4.5
21658,19.7,48371,2009,51422.950000000004,15490.0,7711.0,8.6
21659,15.3,48373,2002,55671.0,43928.0,15245.0,7.8
21660,16.8,48373,2003,56309.75,44779.0,15773.0,8.2
21661,16.5,48373,2004,56734.08,45315.0,16074.0,7.2
21662,19.1,48373,2005,50115.92,45472.0,15655.0,6.9
21663,22.8,48373,2006,49597.659999999996,45495.0,15889.0,6.1
21664,17.5,48373,2007,52755.84,45727.0,15637.0,5.9
21665,15.5,48373,2008,49855.5,45794.0,15744.0,6.2
21666,22.6,48373,2009,49959.79,45537.0,16398.0,9.0
21667,20.9,48375,2002,48180.0,115427.0,51309.0,6.3
21668,20.8,48375,2003,47995.71000000001,117067.0,53142.0,6.7
21669,21.2,48375,2004,47258.64,117682.0,54054.0,5.5
21670,21.1,48375,2005,46080.32,118771.0,54151.0,4.6
21671,24.2,48375,2006,47737.619999999995,119780.0,55213.0,4.3
21672,25.3,48375,2007,46570.32,119537.0,54530.0,3.9
21673,22.5,48375,2008,49933.8,119740.0,54395.0,4.0
21674,23.1,48375,2009,48721.310000000005,120118.0,54325.0,6.0
21675,25.0,48377,2002,33653.4,7534.0,2879.0,15.7
21676,27.6,48377,2003,39156.810000000005,7583.0,3054.0,15.7
21677,26.4,48377,2004,38867.4,7561.0,3015.0,14.3
21678,31.3,48377,2005,35647.04,7719.0,2895.0,11.1
21679,26.8,48377,2006,35799.2,7638.0,2875.0,10.7
21680,24.4,48377,2007,38696.42,7712.0,2924.0,9.1
21681,21.3,48377,2008,37111.5,7683.0,2999.0,10.5
21682,23.6,48377,2009,39231.32,7593.0,3149.0,16.1
21683,16.4,48379,2002,53778.45,9985.0,4183.0,6.7
21684,14.3,48379,2003,53748.240000000005,10290.0,4338.0,7.5
21685,14.4,48379,2004,54227.16,10446.0,4580.0,6.3
21686,16.2,48379,2005,55324.96,10589.0,4832.0,5.4
21687,15.2,48379,2006,56542.88,10830.0,4872.0,4.9
21688,15.6,48379,2007,56943.42,10994.0,4902.0,4.3
21689,15.6,48379,2008,55664.55,11022.0,4803.0,5.1
21690,15.8,48379,2009,57540.00000000001,10956.0,4721.0,8.0
21691,8.0,48381,2002,74779.65,106286.0,60096.0,3.0
21692,8.5,48381,2003,73868.41,107607.0,61753.0,3.2
21693,8,48381,2004,73908.12,109441.0,63287.0,3.2
21694,8.2,48381,2005,71981.12,111113.0,63345.0,3.5
21695,9.2,48381,2006,75154.95999999999,112464.0,64624.0,3.3
21696,9.0,48381,2007,75562.45999999999,114782.0,65016.0,3.0
21697,7.8,48381,2008,77248.35,116518.0,65645.0,3.1
21698,8.9,48381,2009,74422.51000000001,119084.0,66177.0,4.6
21699,13.1,48383,2002,59680.5,3189.0,1538.0,4.2
21700,12.7,48383,2003,62675.69,3130.0,1606.0,4.0
21701,12.9,48383,2004,64204.920000000006,3161.0,1862.0,3.2
21702,13.5,48383,2005,61155.68,3143.0,2136.0,2.5
21703,12.1,48383,2006,65533.56,3160.0,2229.0,2.5
21704,9.6,48383,2007,70551.28,3260.0,2345.0,2.1
21705,9.0,48383,2008,72492.3,3339.0,2491.0,2.1
21706,9.5,48383,2009,74403.33,3377.0,2088.0,6.0
21707,21.6,48385,2002,43076.549999999996,3020.0,1245.0,6.7
